0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.440549559171583560e+00,8.524543330453258960e+00,7.439711133344824923e+00,8.525517678374818331e+00,9.622069698036799679e+00,-4.742409858374121989e-01
1.184781723265824382e+01,1.297719492736253244e+01,1.184759153279091670e+01,1.297748701662024295e+01,1.411880598799992015e+01,3.977432781540346518e+00
8.525317255530833194e+00,9.621681617777875672e+00,8.525045870177658358e+00,9.621193091428764887e+00,1.072936333135031006e+01,6.220000092889396148e-01
-5.968259591118769691e+00,-6.068939097164208540e+00,7.761241356770267608e-01,-8.280035255742662414e+00,-1.600138573448498747e+01,-1.652839229443246438e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.450114253945122389e-01,-4.866572154935223438e+00,-7.296133475172330130e+00,-6.516487406781524605e+00,-1.423776420816107091e+01,-1.560293534307240471e+01
-3.300021409245526005e+00,-4.076385761626852400e+00,3.337815095763553064e+00,-4.159760927584931878e+00,-1.214914276768908863e+01,-1.330607395386448921e+01
9.556348472363689339e+00,4.316415897612512209e-01,-5.595695970597851510e-01,3.018998941446153772e+00,-8.921287814482944611e+00,-6.867702586959988587e+00
5.290692427779855933e+00,-3.391497107044352255e-01,-3.127639097644947519e+00,-3.768994781521094684e+00,-1.130259966389597892e+01,-1.002186923817950159e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.228906690459175444e+00,-2.664763563224684884e+00,-2.261610374271718626e+00,-1.427250257846550907e+00,-1.124648026539594703e+01,-9.688479884417789734e+00
2.918188863210056105e+00,-5.857375637750138253e+00,-5.799117751450276081e+00,-5.565216842010451082e+00,-1.340742345622537535e+01,-1.515727734271294658e+01
4.996925171156150647e+00,-4.836034558436099751e+00,-5.859320276567005159e+00,-3.571981407181703538e+00,-1.299935726204488518e+01,-1.324652191986176675e+01
2.461372466557224303e+00,-6.016904907593530361e+00,-4.942052525158905141e+00,-6.465237387165400307e+00,-1.325238021910557507e+01,-1.474546414873770672e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.761199999999995214e+01,1.879999999999971294e+01,1.761199999999986332e+01,1.879999999999983018e+01,9.799999999999965183e+00,1.999999999999998579e+01
1.072936333135031006e+01,9.621714264059990640e+00,1.072614057592155845e+01,9.620362247049161653e+00,6.217648779795683645e-01,8.523953804926986066e+00
1.527152119999992763e+01,1.411870574005433632e+01,1.297735144609991309e+01,1.411854015008736241e+01,5.118708786484871709e+00,1.297753307202821205e+01
1.184784174883870378e+01,1.072861604300842941e+01,1.184739155236479036e+01,1.072888553497597819e+01,1.728712876532835230e+00,9.620961090567959673e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.767115109440145382e+00,6.659760960510497263e+00,6.506409882805392897e+00,8.525848894447259241e+00,-2.075462296952546026e+00,-3.563982561553154849e+00
1.018495790213190233e+01,1.078190197216784796e+01,1.056730480346729983e+01,1.297761790184165598e+01,1.414700071290830641e+00,1.657522113231717942e+00
7.404494565678463758e+00,8.515777265007866248e+00,8.521669375573004857e+00,9.622069698036799679e+00,-4.896751719641018186e-01,-4.837218377571043670e-01
2.166661330874298574e+00,-2.688684516282447312e+00,-3.339084021610648545e+00,-5.505926092598792287e+00,-1.258135349057655006e+01,-1.092214464130996632e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.835956370476449218e+00,-6.956596182308643073e+00,-5.731100375755716847e+00,-5.750873267123337129e+00,-1.487474835308693244e+01,-1.247073845372556455e+01
5.270085360032215505e+00,-2.345438763126973747e+00,-7.289073137151548254e-01,-3.679066773133260249e+00,-1.010796143911729494e+01,-1.096996938839743052e+01
8.493210591364878326e+00,1.629470433563449783e+00,-7.678963647814633919e-01,3.778028861562985341e-01,-9.268127460399943729e+00,-7.412240789252795281e+00
4.098052166347361691e+00,-4.671319310055410234e+00,-2.274655391936136972e+00,-1.927174826277312292e+00,-1.185145404449050588e+01,-1.077928116605528608e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.244828834512830440e+00,-1.621366783058940442e+00,-1.219497878297966409e+00,-1.542461914829538649e+00,-1.027117593719584399e+01,-1.160011856805520303e+01
3.641396031485368390e+00,-5.919531404282820652e+00,-5.254074144031731564e+00,-5.247981584780755604e+00,-1.504442794902066538e+01,-1.306298160475401637e+01
5.800058016118947890e+00,-1.953923752445094308e+00,-1.910596387228479243e+00,-4.145221514337341873e+00,-1.348456496645944824e+01,-1.020219996514672189e+01
3.701059197124672462e+00,-5.433280359044088570e+00,-5.792621555713028059e+00,-6.802519405463664626e+00,-1.393731865181511509e+01,-1.320624331631632131e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.643421517541272436e+01,1.760349941891081826e+01,1.760791500731838255e+01,1.879999999999996874e+01,8.608941119546065224e+00,8.607812153244021047e+00
1.184777002821913250e+01,7.428868990342541778e+00,6.036346354203644182e+00,8.349858508134122559e+00,5.988497546537916438e-01,-2.626384633802092416e-01
1.411880455119571032e+01,1.186022234936939590e+01,1.226221128395814297e+01,1.303150891509043419e+01,2.926770365195356938e+00,1.507285055917225502e+00
