-2.500101677214966678e+00,-2.499572975656527696e+00,-2.501861689141970491e+00,-2.500113443659071510e+00
-2.500120974087702397e+00,-2.498551429523361733e+00,-2.506630895944105930e+00,-2.500134141463314030e+00
-2.499950813510982250e+00,-2.496340831398985660e+00,-2.500613358207959269e+00,-2.500554656245878249e+00
-2.495899972912917875e+00,-2.492859174466584449e+00,-2.642135267675705723e+00,-2.497908736907044513e+00
-2.493139104098447856e+00,-2.487650694737691293e+00,-2.495983298411649454e+00,-2.496028935131754611e+00
-2.487367374295740952e+00,-2.479113315103068871e+00,-2.493171853568541430e+00,-2.493263764836804786e+00
-2.478605683225169276e+00,-2.465434800865580645e+00,-2.487206783266594723e+00,-2.488519649836599790e+00
-2.463477787317975842e+00,-2.440874420810751122e+00,-2.482300230797776841e+00,-2.480144186337708057e+00
-2.440349515106936096e+00,-2.399218433327476863e+00,-2.469048403801424207e+00,-2.468636206193728810e+00
-2.396160461231955807e+00,-2.330642574920104515e+00,-2.442458354109280805e+00,-2.446154947663726542e+00
-2.319264688817633147e+00,-2.216459338991304318e+00,-2.242204461749143896e+00,-2.405356529318992020e+00
-2.192748478728874240e+00,-2.193574565371574359e+00,-1.975692318404681291e+00,-2.333893924431124312e+00
-2.499908218535551452e+00,-2.501320957305468440e+00,-2.534454926977405265e+00,-2.500251378195813778e+00
-2.508954692460496627e+00,-2.508346592277660658e+00,-3.996202629340515067e+00,-2.499986596194818667e+00
-2.499990101488336336e+00,-2.501841785015765041e+00,-2.612942097199209890e+00,-2.504810793220366261e+00
-2.495863034288998250e+00,-2.824603067336346474e+00,-6.079539144811271889e+00,-2.559263971369157176e+00
-2.492886042572687089e+00,-2.928007515714345033e+00,-4.778316523304442676e+00,-2.530230826330488458e+00
-2.487551052130457130e+00,-2.543320253788076357e+00,-4.010797011755971475e+00,-2.494707678113254889e+00
-2.478478582701762800e+00,-2.642872293721096444e+00,-3.528300548966051053e+00,-2.579719270616394944e+00
-2.463288692509999489e+00,-2.632960686528653227e+00,-4.361192428656581299e+00,-2.545886783155528743e+00
-2.440241535870605105e+00,-2.454170693792574465e+00,-4.678866195820464036e+00,-2.481537614231167588e+00
-2.401322992526552014e+00,-2.429923743556554161e+00,-4.853596613927832593e+00,-2.469847515535926963e+00
-2.338719135123774162e+00,-2.003537758828631610e+00,-2.277589620827113581e+00,-2.438850405577938751e+00
-2.224721102496086900e+00,-2.019239661273617870e+00,-1.638703825405996906e+00,-2.219295025188917414e+00
-2.500862621693212162e+00,-2.566207512416291969e+00,-3.222717542559084158e+00,-2.550116455236993929e+00
-2.771817615700561177e+00,-3.131179104900229326e+00,-1.053344308298508167e+02,-2.500139068563051126e+00
-2.499889069532230224e+00,-5.680380947469313213e+00,-9.121206362927370037e+01,-7.598692631972965295e+00
-2.489450033658374473e+00,-3.056311710303938334e+00,-8.610342060041894285e+01,-4.943342426720378491e+00
-2.264490581205740760e+00,-5.118216049439435977e+00,-7.090358735680247548e+01,-5.685541496808729889e+00
-2.041692305378202121e+00,-3.228136702962089100e+00,-7.421531396861654173e+01,-5.934441849411381753e+00
-2.291870370537384183e+00,-6.866971635510360272e+00,-7.449788528258764586e+01,-2.395318382499875831e+00
-1.952990136842824187e+00,-1.900989183561684337e+00,-7.224593891397731227e+01,-8.359792853918424527e+00
-2.367088885375376872e+00,-5.260025360965599361e+00,-6.452851525326379090e+01,-3.537079101205001130e+00
-2.344143998709599774e+00,-3.546624685280131306e+00,-6.066063145096249087e+01,-3.639998804935633991e+00
-2.033644267156934138e+00,-1.600314427288370700e+00,-9.084784743972811327e+01,-2.169905355501048128e+00
-2.015717204346990865e+00,-1.619833946431906702e+00,-9.999999999999995559e-01,-5.715601884332474292e+00
-2.502619979602070721e+00,-1.015559773897184925e+02,-2.821883265165617161e+00,-8.702938855402182483e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
