3.080716088156279966e+02,3.130670450587489881e+02,3.116975609082194296e+02,3.119271258122881818e+02
3.128838729066058022e+02,3.192885958257418793e+02,3.232669640461441531e+02,3.069051628319348310e+02
3.283948777106746775e+02,3.294668782890349235e+02,3.322818792509193031e+02,3.345644781919558568e+02
3.513460829050313805e+02,3.510781489957132635e+02,3.519909441819480094e+02,3.593212982084668852e+02
3.721913640010056383e+02,3.736263717181835773e+02,3.795037410882933955e+02,3.737396987376637298e+02
3.970610315169506634e+02,3.926712648945965043e+02,4.030090303913316916e+02,3.961794795377745118e+02
4.165629852226107914e+02,4.178651267098188100e+02,4.340129751584193514e+02,4.169103032966912679e+02
4.238003234749439798e+02,4.241581526966025422e+02,4.517796488555555925e+02,4.238321190772915088e+02
3.001012407520548777e+02,2.927183998074219744e+02,2.855659837366107467e+02,3.094439931676413380e+02
2.931160870199898341e+02,3.027283979162793344e+02,2.998657259460484852e+02,3.145717360600260122e+02
2.915929314541381245e+02,2.884816218001660673e+02,3.141028335226514514e+02,3.225977964835264515e+02
-9.425753952556485160e+01,-6.258365380684384860e+01,-9.225216397887572839e+01,3.419054081521126705e+02
3.069547852771986527e+02,3.232904669363820176e+02,3.172835220119954442e+02,3.738385321165343385e+02
3.730169855547007387e+02,3.585902939475436710e+02,3.738010839827803693e+02,3.909396365526545196e+02
4.210738583559565313e+02,4.216467990188434669e+02,4.502982241716350700e+02,4.220374467882795670e+02
4.343854274702338216e+02,4.780195118766944802e+02,4.344576551971572371e+02,4.338734345875510030e+02
2.495711176306599555e+02,2.444306848896033841e+02,2.367771672906916933e+02,2.948512766985742815e+02
2.031210102230045322e+02,2.150881506541840622e+02,2.177674105793226715e+02,2.776478655866583267e+02
2.157236837384028831e+02,-1.290541874988462894e+02,-3.719273119230896896e+01,-3.251174927389492950e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.242783389227928978e+02,-3.189412049197601959e+02,1.992903927346014257e+02,-2.376299167683583846e+01
-1.246694303362777276e+02,8.016526958364656252e+01,-6.630986731838149240e+01,3.835684629589114252e+02
4.048199040771751811e+02,4.143076998461834251e+02,4.594299729013321212e+02,3.999367483220956956e+02
4.527795171395092098e+02,5.027233146131484318e+02,4.548124732526995331e+02,4.515026950594130426e+02
2.287530415869588296e+02,1.959396266117319101e+02,1.961060060945510770e+02,2.019029301598569646e+02
7.500066428887342340e+01,7.011052717204736950e+01,8.121903796019958577e+01,1.632416920781836041e+02
-1.174441079694592389e+02,-2.421412730745017541e+02,-1.718381840880780658e+02,-2.720861626008257304e+02
-6.913559280850580535e+02,-7.160504701623907522e+02,-7.211652094115207774e+02,-3.751344884602887646e+02
-2.551921001028099454e+02,-5.178942826368057695e+02,-3.992024196479650868e+02,-4.067207987575401944e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.445974698933301283e+01,-4.356848992213954261e+02,4.415488684611205485e+02,5.213279546746210258e+01
4.905210279697152487e+02,4.942064873246470142e+02,5.693049276577784212e+02,4.914309131406573101e+02
2.028365718274070275e+02,1.116023066861490349e+02,1.120360587580138940e+02,1.569409689082713726e+02
-4.191000936521495532e+02,-4.770120926334940918e+02,-3.844853164292026690e+02,5.746258290270731806e+01
-5.794207130848870975e+02,-6.189668651471927205e+02,-7.244843290526911233e+02,-5.590326406875407201e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
